"","interactions","mean.similarity","mean.expected.value","mean.query.length","mean.mismatches","mean.gaps","mean.bitscore","log.interactions","log.length","log.bitscore","cluster"
"NR_110974.1",873,86.0607101947308,9.34661696318015e-33,254.41695303551,31.6998854524628,1.89117983963345,216.216494845361,6.7719355558396,5.53897446853619,5.37628019667671,3
"NR_104348.1",872,87.1158486238532,2.06691070074491e-33,274.739678899083,30.8061926605505,1.35206422018349,270.272935779817,6.77078942390898,5.61582402715168,5.59943232166865,3
"NR_028457.1",854,85.8448829039813,7.62534822117772e-33,254.918032786885,32.9859484777518,1.76814988290398,210.275175644028,6.74993119378857,5.54094205343407,5.34841703315443,3
"NR_034022.1",854,86.6137704918033,6.96959842322379e-33,288.628805620609,32.3922716627635,2.36533957845433,267.365339578454,6.74993119378857,5.66514145293415,5.58861603614098,3
"NR_003262.1",834,86.8747841726619,8.45213064277952e-33,242.455635491607,28.4376498800959,1.89208633093525,218.938848920863,6.72623340235875,5.49081874721444,5.38879246215306,3
"NR_110905.1",812,86.859039408867,7.95710444324274e-33,236.571428571429,29.3312807881773,1.51847290640394,207.891625615764,6.69950034016168,5.46625018588989,5.33701691322421,3
"NR_037928.1",811,86.2198766954377,3.69340534943723e-33,256.033292231813,31.7533908754624,1.46979038224414,224.32552404439,6.69826805411541,5.5453074838046,5.41309822927585,3
"NR_037916.1",787,87.233418043202,4.8899642355961e-33,259.850063532402,29.2249047013977,1.91994917407878,244.555273189327,6.6682282484174,5.56010478595087,5.49944134957983,3
"NR_110802.1",784,87.0944770408163,1.1094688557925e-32,219.139030612245,27.3303571428571,1.19260204081633,194.704081632653,6.66440902035041,5.38970637136723,5.27148087585977,3
"NR_120386.1",775,87.067664516129,6.86283500251962e-33,230.654193548387,28.1638709677419,1.14967741935484,211.670967741935,6.65286302935335,5.4409195912753,5.35503303005877,3
"NR_121658.1",770,86.4498831168831,4.37201438904913e-33,254.838961038961,31.261038961039,1.68571428571429,219.676623376623,6.64639051484773,5.5406318203249,5.39215657125615,3
"NR_033417.1",769,86.7189466840052,4.03578346543487e-33,243.045513654096,28.7919375812744,1.3446033810143,222.28088426528,6.64509096950564,5.49324872479033,5.40394182656324,3
"NR_033289.1",768,86.4580598958333,6.89385405600076e-33,260.368489583333,31.74609375,1.30989583333333,236.528645833333,6.64378973314767,5.56209789526789,5.46606932462807,3
"NR_103777.1",731,86.9799726402189,1.03270601105913e-32,228.813953488372,27.7906976744186,1.67715458276334,201.299589603283,6.59441345974978,5.4329092431722,5.30479429391184,3
"NR_024461.1",728,87.956510989011,1.81834826358024e-32,210.127747252747,23.9478021978022,1.20879120879121,204.572802197802,6.59030104819669,5.34771566601689,5.3209239130968,3
"NR_136715.1",720,85.4975416666667,1.30403239542395e-32,249.681944444444,30.0805555555556,2.18194444444444,203.901388888889,6.5792512120101,5.52018788567829,5.31763648917511,3
"NR_133680.1",702,85.9477777777778,7.36572139156144e-33,240.61396011396,31.2065527065527,1.31481481481481,203.863247863248,6.55393340402581,5.48319382394365,5.31744941544524,3
"NR_134677.1",698,86.891776504298,9.60431095438605e-34,258.567335243553,29.9111747851003,1.88968481375358,233.409742120344,6.54821910276237,5.55515614452946,5.45279545899998,3
"NR_040546.1",695,87.2505755395683,3.22293790473558e-33,249.210071942446,29.0690647482014,1.62446043165468,231.896402877698,6.54391184556479,5.51829620320107,5.44629073261767,3
"NR_110005.1",688,86.4843023255814,1.66240965920896e-32,249.014534883721,30.8837209302326,0.963662790697674,221.331395348837,6.53378883793334,5.51751126778806,5.39966110481594,3
"NR_024348.1",687,85.3111499272198,4.8231928514461e-33,243.141193595342,33.5778748180495,1.21834061135371,192.235807860262,6.53233429222235,5.49364231820231,5.25872278438781,3
"NR_120424.1",678,86.805383480826,3.95811087776202e-33,241.926253687316,28.665191740413,1.92625368731563,214.617994100295,6.5191472879404,5.48863294288571,5.36885967617022,3
"NR_123714.1",677,87.3023190546529,8.07230942359561e-33,224.483013293944,23.5406203840473,1.36189069423929,224.419497784343,6.51767127291227,5.41380003970465,5.41351705839598,3
"NR_135758.1",670,87.4150447761194,1.52442862637555e-33,270.373134328358,30.2328358208955,1.58059701492537,263.4,6.50727771238501,5.59980298393821,5.57367378930918,3
"NR_073396.1",660,86.3560606060606,1.59943320159262e-32,250.793939393939,31.2742424242424,1.71515151515152,215.537878787879,6.49223983502047,5.52463164337085,5.37313666573527,3
"NR_104222.1",659,87.4455538694992,5.59421251770617e-33,215.174506828528,25.6024279210926,0.978755690440061,204.364188163885,6.49072353450251,5.37144935857766,5.31990363830175,3
"NR_109890.1",657,87.1190106544901,8.27921994456772e-33,240.062404870624,28.4901065449011,1.56925418569254,220.074581430746,6.48768401848461,5.48089890983684,5.39396649540603,3
"NR_075083.2",645,86.4007131782946,4.04448149633365e-33,255.26511627907,31.7519379844961,1.22480620155039,230.434108527132,6.46925031679577,5.54230267675676,5.43996495834717,3
"NR_109783.1",643,86.3302177293935,2.89401688295232e-33,255.236391912908,32.0513219284603,1.65318818040435,221.278382581649,6.46614472423762,5.54219014284361,5.39942155851541,3
"NR_108047.1",641,86.7708112324493,2.4936493439164e-33,246.048361934477,28.8751950078003,1.45709828393136,226.482059282371,6.46302945692067,5.50552810984003,5.42266573331958,3
"NR_036515.1",639,86.4527699530516,6.26995273650308e-33,227.140845070423,29.4021909233177,0.990610328638498,196.713615023474,6.45990445437753,5.4255702879392,5.2817489402008,3
"NR_037868.1",638,85.4447178683386,4.05953599126338e-33,262.614420062696,34.1379310344828,1.10971786833856,210.69592476489,6.45833828334479,5.57068687301412,5.35041597921299,3
"NR_024333.1",617,85.8603565640194,2.60575880999999e-33,261.645056726094,32.5883306320908,2.05186385737439,214.690437601297,6.42486902390539,5.56698883994376,5.3691971654732,3
"NR_034113.1",615,87.2473821138211,5.29009584542125e-33,224.856910569106,26.6910569105691,0.930081300813008,215.40325203252,6.42162226780652,5.41546424687432,5.37251186225233,3
"NR_046478.1",611,86.4702127659575,1.08240103516663e-32,246.166939443535,29.8297872340426,1.94762684124386,215.543371522095,6.4150969591716,5.50600992140103,5.37316214925705,3
"NR_125906.1",606,86.243399339934,3.7826819973005e-33,240.503300330033,30.8630363036304,1.30693069306931,206.430693069307,6.40687998606931,5.48273381223766,5.3299647292828,3
"NR_027264.1",605,86.2282809917355,2.08712441808117e-32,242.646280991736,29.3074380165289,1.65785123966942,217.095867768595,6.40522845803084,5.49160474909761,5.38033904293339,3
"NR_027754.2",594,86.3723905723906,6.82272999865163e-33,250.93265993266,31.7474747474747,1.46632996632997,218.09595959596,6.38687931936265,5.52518461601548,5.38493514757042,3
"NR_026790.1",581,86.238760757315,3.0062776632025e-33,267.667814113597,33.1600688468158,1.27022375215146,240.967297762478,6.36475075685191,5.58974671211976,5.48466123035178,3
"NR_002612.1",562,87.7524911032028,8.90930369814742e-33,232.023131672598,26.1654804270463,1.06939501779359,229.644128113879,6.33150184989369,5.44683707218138,5.43653084159614,3
"NR_103741.1",561,85.995311942959,1.09871434594072e-32,239.440285204991,29.951871657754,1.90730837789661,201.720142602496,6.3297209055227,5.47830405467718,5.30688130414113,3
"NR_110514.1",561,87.541889483066,7.02492580907544e-33,233.515151515152,26.6452762923351,1.64171122994652,220.131907308378,6.3297209055227,5.45324696371962,5.39422694535133,3
"NR_103505.1",558,86.9919892473118,6.87853439616586e-33,226.808243727599,26.320788530466,1.7258064516129,208.913978494624,6.32435896238131,5.42410491919831,5.34192258108986,3
"NR_136705.1",555,86.1052792792793,4.6037674259135e-33,267.389189189189,31.4792792792793,1.65225225225225,245.127927927928,6.31896811374643,5.58870523449075,5.50178022907721,3
"NR_073534.1",553,86.7026220614828,1.64482288687921e-32,231.128390596745,27.0813743218807,2.03074141048825,203.186256781193,6.31535800152233,5.44297335956938,5.31412307946623,3
"NR_104429.1",551,86.8994192377496,3.5095355460223e-33,252.802177858439,29.4174228675136,1.85843920145191,231.058076225045,6.31173480915291,5.53260727718195,5.44266909115267,3
"NR_134476.1",551,86.5279310344828,1.1352699504627e-32,254.128856624319,31.1960072595281,1.91833030852995,206.889292196007,6.31173480915291,5.53784144792512,5.33218382988883,3
"NR_026857.1",539,85.5628200371058,3.53157593715503e-33,253.996289424861,32.2411873840445,2.09276437847866,204.322820037106,6.289715570909,5.53731965834829,5.31970119424999,3
"NR_038847.1",535,86.3961121495327,8.42839154617803e-34,249.390654205607,31.5495327102804,1.48224299065421,216.816822429907,6.28226674689601,5.51902055943076,5.3790528607891,3
"NR_038444.1",533,86.578799249531,2.08531297032555e-33,252.234521575985,31.0225140712946,1.62476547842402,223.268292682927,6.27852142416584,5.53035929590796,5.40837415450928,3
"NR_026904.1",528,86.5014393939394,6.79163074110123e-33,227.820075757576,25.75,1.86931818181818,200.282196969697,6.26909628370626,5.42855617600431,5.29972735689278,3
"NR_136154.1",524,86.5837786259542,6.95250594048228e-33,249.015267175573,30.2748091603053,1.43129770992366,226.492366412214,6.26149168432104,5.51751420854321,5.42271124198082,3
"NR_026591.1",522,86.3794636015326,3.44457641151073e-33,247.415708812261,30.3199233716475,1.9463601532567,214.812260536398,6.25766758788264,5.51106995354594,5.36976443985307,3
"NR_134562.1",521,86.3122840690979,3.03826240648035e-33,258.255278310941,31.9117082533589,1.51247600767754,230.147792706334,6.25575004175337,5.55394854655541,5.43872167954306,3
"NR_046851.1",517,87.4226112185687,1.65508442983335e-32,225.916827852998,26.5241779497099,1.07350096711799,216.303675048356,6.24804287450843,5.42016691318735,5.3766833233295,3
"NR_024433.1",515,86.8425631067961,1.24578437447766e-32,219.615533980583,26.6932038834951,1.40970873786408,197.215533980583,6.24416690066374,5.39187844475008,5.28429721178713,3
"NR_015451.1",513,87.5870565302144,1.00843646934609e-32,262.95126705653,29.3333333333333,1.7504873294347,238.59649122807,6.24027584517077,5.57196871864527,5.47477380388959,3
"NR_125333.1",510,86.2400980392157,2.52453039752018e-33,252.447058823529,30.3901960784314,2.02352941176471,218.503921568627,6.23441072571837,5.53120155870637,5.38680396205709,3
"NR_120448.1",506,86.2691304347826,2.1099258104312e-32,258.839920948617,32.1442687747036,1.67391304347826,225.120553359684,6.22653666928747,5.55620980478265,5.41663605142846,3
"NR_024349.1",504,87.4839087301587,2.35535141738132e-33,258.936507936508,28.718253968254,2.25595238095238,231.119047619048,6.22257626807137,5.55658288854477,5.44293293542886,3
"NR_110725.1",504,86.6416468253968,5.92483557496283e-33,224.214285714286,28.5813492063492,1.45436507936508,191.823412698413,6.22257626807137,5.41260222722669,5.25657522329165,3
"NR_026956.1",500,87.22454,7.40605763879593e-33,258.748,30.102,1.556,243.636,6.21460809842219,5.55585461508111,5.4956753081681,3
"NR_033849.1",500,86.5118,1.1104994180638e-32,240.714,28.646,1.614,213.58,6.21460809842219,5.48360950678682,5.3640114697434,3
"NR_038278.1",500,87.24316,5.64532429584905e-33,253.352,29.158,1.51,238.22,6.21460809842219,5.53477982610825,5.47319461645275,3
"NR_040053.1",500,87.4975,2.21713755879122e-33,269.396,27.844,1.602,267.748,6.21460809842219,5.59618241605609,5.59004623964543,3
"NR_104644.1",499,87.1813026052104,3.17525566992037e-32,232.156312625251,27.5430861723447,1.03807615230461,220.545090180361,6.21260609575152,5.44741090610679,5.39610216459543,3
"NR_110825.1",499,86.8045090180361,7.32370816947362e-33,260.503006012024,31.4328657314629,1.67334669338677,236.190380761523,6.21260609575152,5.56261440052041,5.46463817796159,3
"NR_001575.1",498,85.7165863453815,6.04537430413955e-33,256.636546184739,32.8132530120482,1.96787148594378,212.602409638554,6.21060007702465,5.54766086676628,5.35942379998545,3
"NR_038834.1",497,86.3553521126761,1.69439389120346e-32,259.476861167002,32.5392354124749,1.25352112676056,229.931589537223,6.20859002609663,5.55866753164383,5.43778182788542,3
"NR_026808.1",494,86.6045951417004,1.46083191234949e-32,235.655870445344,28.7145748987854,1.58097165991903,209.192307692308,6.20253551718792,5.46237256477319,5.34325396140148,3
"NR_023361.1",493,86.3431034482759,3.76383090965266e-33,270.687626774848,33.0689655172414,1.72819472616633,241.354969574037,6.20050917404269,5.60096548731867,5.48626875263011,3
"NR_027449.1",488,87.7467827868852,3.69272793914166e-33,273.016393442623,29.6290983606557,1.40573770491803,276.368852459016,6.19031540585315,5.60953184262245,5.62173639545312,3
"NR_120634.1",488,86.9741803278689,1.94683941321873e-32,248.372950819672,30.0286885245902,1.13524590163934,231.084016393443,6.19031540585315,5.51493145048937,5.44278135172724,3
"NR_033374.1",485,86.8652783505155,1.06430135466943e-32,230.022680412371,26.5525773195876,1.5979381443299,206.962886597938,6.18414889093748,5.43817791455007,5.33253948539327,3
"NR_109842.1",482,85.4637966804979,1.54386368125752e-32,236.238589211618,32.3755186721992,0.898340248962656,191.425311203319,6.1779441140506,5.46484226557403,5.25449771271718,3
"NR_110003.1",481,86.5897920997921,6.21857029049579e-33,221.039501039501,27.3970893970894,0.912681912681913,201.93762993763,6.17586727010576,5.39834142328137,5.30795888703919,3
"NR_073113.1",480,85.6290625,1.89772450193753e-32,237.141666666667,31.725,1.42916666666667,190.922916666667,6.17378610390194,5.46865771220235,5.25186976892582,3
"NR_135293.1",479,86.0979123173278,2.21787446787233e-33,248.697286012526,29.294363256785,1.75991649269311,213.488517745303,6.17170059741091,5.5162364380539,5.36358305016998,3
"NR_023390.1",468,86.7177991452991,1.15429564565047e-32,270.557692307692,31.5876068376068,1.25854700854701,258.970085470085,6.14846829591765,5.60048535579579,5.55671255491339,3
"NR_026905.2",467,86.1081584582441,1.75638117659156e-32,218.319057815846,26.5310492505353,1.51820128479657,184.316916488223,6.1463292576689,5.38595756077995,5.21665664824554,3
"NR_052016.1",466,85.6969313304721,6.6179197659677e-33,251.922746781116,29.1480686695279,2.31330472103004,206.899141630901,6.14418563412565,5.52912248011978,5.33223143602806,3
"NR_036496.1",462,85.2873809523809,1.30294978114452e-32,250.452380952381,34.3116883116883,1.37878787878788,198.062770562771,6.13556489108174,5.52326880645591,5.28858400349764,3
"NR_033738.1",459,88.0930283224401,3.75642545007271e-33,253.82788671024,27.2897603485839,1.0479302832244,255.352941176471,6.12905021006055,5.53665642595918,5.54264667124338,3
"NR_027649.1",458,86.0013100436681,7.61278269710279e-33,218.334061135371,29.7685589519651,0.681222707423581,183.718340611354,6.12686918411419,5.38602628040603,5.21340382725565,3
"NR_038392.1",454,86.4457488986784,1.25747835320736e-32,244.444933920705,30.6916299559471,1.31718061674009,214.352422907489,6.11809719804135,5.49899006441107,5.36762149649066,3
"NR_135639.1",453,87.4694260485651,1.17004507448452e-32,225.708609271523,25.7373068432671,1.83222958057395,202.721854304636,6.11589212548303,5.41924482785241,5.31183486365331,3
"NR_033928.1",451,86.5354545454545,1.25457241575536e-32,241.753880266075,30.3946784922395,1.26385809312639,205.478935698448,6.11146733950268,5.48792018494327,5.32534352599858,3
"NR_033861.1",449,86.9361469933185,1.13723671654597e-32,262.875278396436,30.9287305122494,1.81514476614699,234.521158129176,6.10702288774225,5.57167969306724,5.45754581037981,3
"NR_033893.1",448,86.0234375,2.18119939693026e-32,249.359375,32.2790178571429,1.52008928571429,210.185267857143,6.10479323241498,5.51889512903951,5.34798936967433,3
"NR_033441.1",446,85.8252466367713,1.40981510180598e-32,258.982062780269,32.9058295964126,1.3609865470852,224.029147982063,6.10031895202006,5.55675880362662,5.41177616830945,3
"NR_024368.1",440,87.6651363636364,2.72718142853992e-33,317.034090909091,30.6818181818182,1.13181818181818,357.370454545455,6.08677472691231,5.75900931039499,5.87877293155621,3
"NR_024872.2",435,87.0842528735632,6.52618934194679e-33,233.285057471264,27.5402298850575,1.51954022988506,215.834482758621,6.07534603108868,5.45226112841753,5.37451183041397,3
"NR_038888.1",435,86.1877011494253,1.31904140219629e-32,256.935632183908,32.6022988505747,1.48965517241379,222.220689655172,6.07534603108868,5.5488255950969,5.40367098563036,3
"NR_109965.1",435,86.2773793103448,4.40213851227366e-33,251.652873563218,29.6045977011494,1.79080459770115,218.701149425287,6.07534603108868,5.52805065204539,5.38770618338582,3
"NR_136730.1",435,86.5022528735632,3.34889180685141e-33,267.372413793103,31.8505747126437,1.38390804597701,247.972413793103,6.07534603108868,5.58864249477273,5.51331750527272,3
"NR_104614.1",427,87.6717330210773,5.51352356659711e-32,196.866510538642,23.152224824356,1.75644028103044,175.981264637002,6.05678401322862,5.28252588757659,5.17037753844573,3
"NR_026886.3",420,88.6132857142857,3.96760071911307e-32,199.885714285714,21.347619047619,0.807142857142857,209.530952380952,6.04025471127741,5.29774577464908,5.34487147251094,3
"NR_033757.2",420,86.0405952380952,1.66959688115399e-33,257.097619047619,31.5309523809524,1.85714285714286,221.730952380952,6.04025471127741,5.54945585342624,5.4014647206839,3
"NR_073092.1",419,87.2986396181384,3.38559433896155e-33,255.288782816229,29.0739856801909,1.236276849642,248.513126491647,6.03787091992214,5.5423953860171,5.51549566704561,3
"NR_037903.3",414,85.601884057971,2.07439360755295e-32,249.166666666667,33.1908212560386,1.36231884057971,202.973429951691,6.02586597382531,5.51812201659673,5.31307508353786,3
"NR_134611.1",414,85.1376811594203,9.28684579939043e-33,261.420289855072,34.7705314009662,2.66908212560386,195.359903381643,6.02586597382531,5.56612941812839,5.27484351579656,3
"NR_028074.1",411,86.0593917274939,4.6017835350453e-33,255.720194647202,32.2700729927007,2.05109489051095,213.849148418491,6.01859321449623,5.5440838570714,5.36527085252092,3
"NR_136684.1",409,86.729804400978,1.91420781176836e-32,260.388753056235,28.2860635696822,2.16625916870416,248.709046454768,6.0137151560428,5.56217571837337,5.51628372511671,3
"NR_045530.1",408,86.6067401960784,3.23839626880327e-33,251.169117647059,28.0906862745098,1.41911764705882,236.713235294118,6.01126717440416,5.52612648773328,5.46684943085919,3
"NR_027058.1",404,90.0225495049505,9.98224407109765e-33,163.193069306931,14.7524752475248,1.34405940594059,172.955445544554,6.00141487796115,5.09493397414619,5.15303402112372,3
"NR_130944.1",401,85.1458603491272,1.17990235270643e-32,266.022443890274,35.0947630922693,1.86284289276808,209.43391521197,5.99396142730657,5.58358068074963,5.34440824908471,3
"NR_135469.1",401,84.8813216957606,7.97720784262176e-33,260.221945137157,36.3192019950125,1.0074812967581,206.98753117207,5.99396142730657,5.56153490201917,5.3326585555674,3
"NR_135688.1",401,85.694463840399,1.08567658630131e-32,235.326683291771,29.7007481296758,1.75561097256858,192.399002493766,5.99396142730657,5.46097469045889,5.25957135367433,3
"NR_136709.1",400,86.31875,1.51168294177234e-32,224.2025,27.2825,1.8,193.99,5.99146454710798,5.41254966133414,5.26780661134301,3
"NR_120363.1",398,87.1287185929648,7.30011984276958e-33,253.949748743719,29.3241206030151,1.56281407035176,238.389447236181,5.98645200528444,5.53713640785404,5.47390566926257,3
"NR_121565.1",397,86.0808816120907,1.18709894620093e-32,252.755667506297,31.8287153652393,1.29722921914358,220.078085642317,5.98393628068719,5.53242328101732,5.39398241811573,3
"NR_110787.1",394,87.8985532994924,2.32891496695246e-32,202.822335025381,23.7258883248731,0.774111675126904,198.710659898477,5.97635090929793,5.31233039891405,5.29184979632448,3
"NR_033805.1",393,84.9601781170483,4.4824179734954e-33,266.155216284987,35.7328244274809,1.62086513994911,213.267175572519,5.97380961186926,5.58407965846855,5.36254572508634,3
"NR_103552.1",393,85.4918066157761,6.8553191158381e-33,245.216284987277,32.1017811704835,2.01526717557252,191.40203562341,5.97380961186926,5.50214061697607,5.25437611440331,3
"NR_132790.1",393,86.0888295165394,2.77921282434964e-33,255.697201017812,31.1603053435114,1.48600508905852,213.737913486005,5.97380961186926,5.5439939358853,5.36475056112342,3
"NR_004859.1",392,85.1719642857143,6.47486091959303e-33,268.545918367347,35.0765306122449,1.82142857142857,215.790816326531,5.97126183979046,5.59302191745491,5.3743094955076,3
"NR_134970.1",390,86.2388205128205,8.31459104864554e-33,253.228205128205,30.8102564102564,1.64102564102564,212.464102564103,5.96614673912369,5.53429107872725,5.35877304498424,3
"NR_135550.1",390,85.8950512820513,2.65594838911702e-32,215.382051282051,29.3564102564103,0.976923076923077,174.987179487179,5.96614673912369,5.37241343386899,5.1647127111666,3
"NR_135551.1",387,87.8390180878553,1.70630578815923e-33,248.108527131783,28.2558139534884,1.05167958656331,246.516795865633,5.95842469302978,5.51386625984426,5.50743012854743,3
"NR_038292.1",386,86.2709844559585,1.00837590765978e-32,238.40932642487,30.9119170984456,0.883419689119171,197.437823834197,5.95583736946483,5.47398905533568,5.28542371874682,3
"NR_038859.1",386,86.9059585492228,1.62729905289543e-32,233.930051813471,29.4507772020725,1.00518134715026,210.715025906736,5.95583736946483,5.455022146797,5.35050663249017,3
"NR_027762.1",385,88.2861038961039,2.19382109813687e-33,244.849350649351,26.4467532467532,1.42337662337662,248.355844155844,5.95324333428778,5.5006431261103,5.51486257321063,3
"NR_026692.1",384,86.5880989583333,9.75213175634514e-33,246.463541666667,30.0625,2.08333333333333,212.4921875,5.95064255258773,5.50721407855469,5.35890522298275,3
"NR_038433.2",384,87.7913541666667,1.47219878932458e-32,195.8828125,23.328125,1.01041666666667,183.643229166667,5.95064255258773,5.27751658501162,5.21299490344918,3
"NR_135109.1",384,86.731875,1.40128661851165e-32,240.0234375,29.3828125,1.140625,220.234375,5.95064255258773,5.48073657482393,5.39469232018854,3
"NR_102401.1",381,87.0063779527559,7.62442994279318e-33,249.685039370079,29.992125984252,0.971128608923885,237.328083989501,5.9427993751267,5.5202002810738,5.46944350447749,3
"NR_037644.1",379,87.4941424802111,1.06125943853133e-32,254.448548812665,29.1899736147757,1.2664907651715,244.530343007916,5.93753620508243,5.53909864978676,5.49933940349674,3
"NR_111907.1",379,85.4745382585752,5.35021143998646e-33,245.503957783641,32.6437994722955,1.4802110817942,199.013192612137,5.93753620508243,5.50331306842292,5.29337111706046,3
"NR_130933.1",379,87.0716094986807,9.1830613361479e-33,239.335092348285,29.0870712401055,1.14775725593668,218.781002638522,5.93753620508243,5.47786462999775,5.38807124154302,3
"NR_135191.1",379,87.2967018469657,4.20536413590506e-33,261.873350923483,29.7308707124011,1.11609498680739,259.831134564644,5.93753620508243,5.56786099346701,5.56003193756676,3
"NR_022011.1",377,86.5711405835544,9.75451626034186e-33,218.893899204244,27.4509283819629,0.944297082228117,195.496021220159,5.93224518744801,5.38858713389943,5.27554002740328,3
"NR_108066.1",374,86.7299732620321,3.21279079235741e-33,263.98128342246,32.4251336898396,1.23262032085562,241.211229946524,5.92425579741453,5.57587820450602,5.48567302241981,3
"NR_130910.1",374,87.039064171123,7.50688226453685e-33,235.010695187166,28.7139037433155,0.804812834224599,221.770053475936,5.92425579741453,5.45963102454329,5.40164104991232,3
"NR_133631.1",374,86.7331016042781,5.98375898841935e-33,260.628342245989,29.0267379679144,2.12032085561497,232.42513368984,5.92425579741453,5.56309541643627,5.44856816753737,3
"NR_038904.1",372,87.2543817204301,1.51859613127692e-33,251.088709677419,29.7715053763441,1.54569892473118,232.540322580645,5.91889385427315,5.52580630170152,5.44906364044448,3
"NR_038862.1",370,87.7547027027027,3.52398484903365e-33,257.708108108108,28.6,1.7027027027027,252.508108108108,5.91350300563827,5.55182758052427,5.5314433595191,3
"NR_117086.1",370,85.7286216216216,6.02154685761721e-33,307.281081081081,44.3324324324324,0.962162162162162,238.145945945946,5.91350300563827,5.7277629022594,5.47288370399026,3
"NR_033267.1",369,88.0975067750677,3.04696607068843e-33,263.105691056911,28.449864498645,1.34688346883469,268.135501355014,5.91079664404053,5.57255581858734,5.59149245480814,3
"NR_110386.1",369,87.7539024390244,2.35288147429935e-33,254.840108401084,28.6910569105691,1.16260162601626,254.184281842818,5.91079664404053,5.54063632261739,5.53805952302302,3
"NR_028028.1",367,87.1921253405994,1.60451260301477e-32,261.41416893733,29.1198910081744,2.57765667574932,239.735694822888,5.90536184805457,5.56610600376601,5.47953704492558,3
"NR_037620.1",367,86.7196457765668,4.75857827326444e-34,252.059945504087,31.6866485013624,1.06267029972752,226.904632152589,5.90536184805457,5.52966693820718,5.42452980652932,3
"NR_046258.1",367,88.478310626703,1.00123903098417e-32,202.74659400545,20.7111716621253,1.43596730245232,205.427792915531,5.90536184805457,5.31195689386773,5.32509459951663,3
"NR_026773.1",366,87.9994808743169,6.92340831818382e-33,199.562841530055,22.7213114754098,1.33333333333333,188.29781420765,5.90263333340137,5.29612918186748,5.23802482756414,3
"NR_040071.1",366,86.7063114754098,1.58559934687264e-32,243.393442622951,29.5792349726776,1.23224043715847,223.628415300546,5.90263333340137,5.49467923944668,5.40998581415741,3
"NR_123733.1",366,86.8828415300546,3.49357480007359e-33,251.909836065574,30.5245901639344,1.00819672131148,236.527322404372,5.90263333340137,5.52907123009752,5.466063729396,3
"NR_135568.1",365,87.4717260273973,1.46324587951962e-32,264.638356164384,25.9479452054795,1.48493150684931,243.572602739726,5.89989735358249,5.57836420022438,5.49541506128299,3
"NR_131012.1",363,86.6465840220386,3.40786357736884e-33,300.148760330579,30.5840220385675,1.67217630853994,317.132231404959,5.89440283426485,5.704278219523,5.75931882067076,3
"NR_110809.1",362,86.1227348066298,4.39640249134987e-33,254.89226519337,31.8370165745856,1.02209944751381,231.193370165746,5.89164421182577,5.54084096644685,5.44325446063337,3
"NR_126169.1",362,87.2308287292818,3.00115307580065e-33,253.204419889503,29.8480662983425,1.0828729281768,243.621546961326,5.89164421182577,5.53419714623734,5.49561598414627,3
"NR_135583.1",361,86.633324099723,1.89112803692833e-33,264.817174515235,32.2576177285319,1.07479224376731,246.939058171745,5.88887795833288,5.57903968040086,5.50914157813599,3
"NR_136747.1",360,87.1999722222222,5.28032460777451e-33,269.875,29.7583333333333,1.42222222222222,270.913888888889,5.88610403145016,5.59795888883497,5.60180101720793,3
"NR_024447.1",358,87.367094972067,2.19956017385988e-33,256.45530726257,28.6256983240223,2.49441340782123,235.765363128492,5.8805329864007,5.54695440873742,5.46283708642525,3
"NR_033850.1",358,86.9392737430168,6.54751583538517e-33,258.418994413408,30.7765363128492,1.35195530726257,240.058659217877,5.8805329864007,5.55458227699871,5.48088330688572,3
